Label Number;Box Number;Company Name;Company Address;Product Description;GTIN14;Batch;Amount;Expiration Date;Net weight
47;1;Produtos Naturais SA;Av. da República, 456, 4000-001 Porto;Vinho Tinto 750ml;15901234567893;L397963;12;28/05/2026;14.62
47;2;Alimentar Plus;Zona Industrial, Lote 10, 3000-001 Coimbra;Conserva de Tomate 400g;15901234567891;L969176;50;21/02/2026;20.3
47;3;Bakery & Co;Rua do Pão, 20, 3500-001 Viseu;Queijo Curado 200g;15901234567894;L783341;42;05/06/2026;8.59
47;4;MountainFoods;Rua Serra, 88, 6000-001 Castelo Branco;Vinho Tinto 750ml;15901234567893;L722379;7;07/06/2026;8.7
47;5;Alimentar Plus;Zona Industrial, Lote 10, 3000-001 Coimbra;Bacalhau Seco 500g;15901234567896;L441661;45;04/01/2026;22.72
47;6;MountainFoods;Rua Serra, 88, 6000-001 Castelo Branco;Conserva de Tomate 400g;15901234567891;L580699;48;07/09/2025;19.47
48;1;GreenHarvest;Caminho Verde, 32, 2600-001 Viseu;Café Torrado 250g;15901234567899;L830665;17;11/06/2026;4.47
48;2;Alimentar Plus;Zona Industrial, Lote 10, 3000-001 Coimbra;Café Torrado 250g;15901234567899;L855598;8;09/04/2026;2.16
48;3;SeaDelights;Av. do Mar, 157, 9000-001 Funchal;Massa Fusilli 500g;15901234567898;L407922;36;24/08/2025;18.29
48;4;Agro Premium Lda;Estrada Nacional 1, Km 25, 2500-001 Caldas da Rainha;Mel Natural 250g;15901234567895;L526268;48;26/09/2025;14.69
49;1;FreshFoods Portugal;Rua das Flores, 123, 1200-001 Lisboa;Massa Fusilli 500g;15901234567898;L199344;16;08/08/2025;8.23
49;2;Produtos Naturais SA;Av. da República, 456, 4000-001 Porto;Bacalhau Seco 500g;15901234567896;L102022;17;28/02/2026;8.84
49;3;Agro Premium Lda;Estrada Nacional 1, Km 25, 2500-001 Caldas da Rainha;Café Torrado 250g;15901234567899;L919033;27;29/08/2025;6.97
50;1;FreshFoods Portugal;Rua das Flores, 123, 1200-001 Lisboa;Mel Natural 250g;15901234567895;L114851;2;23/04/2026;1.0
50;2;Bio Organic;Rua do Comércio, 789, 8000-001 Faro;Sumo Laranja 1L;15901234567901;L531352;22;22/10/2025;23.29
50;3;Alimentar Plus;Zona Industrial, Lote 10, 3000-001 Coimbra;Snacks Salgados 200g;15901234567904;L677763;34;04/03/2026;7.14
51;1;Bio Organic;Rua do Comércio, 789, 8000-001 Faro;Snacks Salgados 200g;15901234567904;L856195;19;22/02/2026;4.09
51;2;Alimentar Plus;Zona Industrial, Lote 10, 3000-001 Coimbra;Mel Natural 250g;15901234567895;L684251;26;26/05/2026;8.21
51;3;MountainFoods;Rua Serra, 88, 6000-001 Castelo Branco;Atum em Conserva 120g;15901234567903;L199308;32;04/08/2025;4.46
51;4;DairyKing;Largo do Queijo, 5, 3700-001 Viseu;Água Mineral 500ml;15901234567902;L502063;2;10/04/2026;1.21
52;1;Agro Premium Lda;Estrada Nacional 1, Km 25, 2500-001 Caldas da Rainha;Água Mineral 500ml;15901234567902;L269078;50;15/01/2026;25.36
52;2;Agro Premium Lda;Estrada Nacional 1, Km 25, 2500-001 Caldas da Rainha;Conserva de Tomate 400g;15901234567891;L203340;22;10/12/2025;9.27
53;1;FreshFoods Portugal;Rua das Flores, 123, 1200-001 Lisboa;Chocolate Negro 100g;15901234567900;L929477;9;09/09/2025;1.3
53;2;Agro Premium Lda;Estrada Nacional 1, Km 25, 2500-001 Caldas da Rainha;Café Torrado 250g;15901234567899;L813627;17;10/05/2026;4.41
53;3;MountainFoods;Rua Serra, 88, 6000-001 Castelo Branco;Vinho Tinto 750ml;15901234567893;L261914;15;22/03/2026;18.3
53;4;Bio Organic;Rua do Comércio, 789, 8000-001 Faro;Arroz Carolino 1kg;15901234567892;L512919;1;15/11/2025;1.43
53;5;Alimentar Plus;Zona Industrial, Lote 10, 3000-001 Coimbra;Conserva de Tomate 400g;15901234567891;L733159;27;28/08/2025;11.28
53;6;GreenHarvest;Caminho Verde, 32, 2600-001 Viseu;Massa Fusilli 500g;15901234567898;L448768;18;24/09/2025;9.44
54;1;SeaDelights;Av. do Mar, 157, 9000-001 Funchal;Chocolate Negro 100g;15901234567900;L808459;49;06/11/2025;5.24
55;1;Bio Organic;Rua do Comércio, 789, 8000-001 Faro;Arroz Carolino 1kg;15901234567892;L571966;15;05/05/2026;15.11
55;2;GreenHarvest;Caminho Verde, 32, 2600-001 Viseu;Queijo Curado 200g;15901234567894;L324088;14;05/11/2025;3.2
55;3;Bio Organic;Rua do Comércio, 789, 8000-001 Faro;Azeitonas Verdes 300g;15901234567897;L432833;9;25/05/2026;3.5
55;4;SeaDelights;Av. do Mar, 157, 9000-001 Funchal;Vinho Tinto 750ml;15901234567893;L945163;12;24/11/2025;14.69
56;1;DairyKing;Largo do Queijo, 5, 3700-001 Viseu;Mel Natural 250g;15901234567895;L134178;25;04/12/2025;7.66
56;2;Bakery & Co;Rua do Pão, 20, 3500-001 Viseu;Bacalhau Seco 500g;15901234567896;L404066;23;26/12/2025;12.0
56;3;Alimentar Plus;Zona Industrial, Lote 10, 3000-001 Coimbra;Azeite Extra Virgem 500ml;15901234567890;L545116;7;12/01/2026;3.83
56;4;DairyKing;Largo do Queijo, 5, 3700-001 Viseu;Vinho Tinto 750ml;15901234567893;L600631;37;30/09/2025;44.72
56;5;Bio Organic;Rua do Comércio, 789, 8000-001 Faro;Atum em Conserva 120g;15901234567903;L319464;48;04/08/2025;6.42
56;6;SeaDelights;Av. do Mar, 157, 9000-001 Funchal;Queijo Curado 200g;15901234567894;L201620;6;30/08/2025;1.58
57;1;MountainFoods;Rua Serra, 88, 6000-001 Castelo Branco;Massa Fusilli 500g;15901234567898;L977542;28;15/01/2026;14.18
57;2;SeaDelights;Av. do Mar, 157, 9000-001 Funchal;Azeitonas Verdes 300g;15901234567897;L299856;49;16/03/2026;17.29
57;3;Agro Premium Lda;Estrada Nacional 1, Km 25, 2500-001 Caldas da Rainha;Bacalhau Seco 500g;15901234567896;L615475;24;02/12/2025;12.41
57;4;Bio Organic;Rua do Comércio, 789, 8000-001 Faro;Atum em Conserva 120g;15901234567903;L952969;4;31/05/2026;0.86
57;5;GreenHarvest;Caminho Verde, 32, 2600-001 Viseu;Azeite Extra Virgem 500ml;15901234567890;L358590;1;05/11/2025;0.85
57;6;Agro Premium Lda;Estrada Nacional 1, Km 25, 2500-001 Caldas da Rainha;Café Torrado 250g;15901234567899;L652891;45;16/02/2026;11.48
57;7;Produtos Naturais SA;Av. da República, 456, 4000-001 Porto;Bacalhau Seco 500g;15901234567896;L580072;15;22/02/2026;7.85
57;8;SeaDelights;Av. do Mar, 157, 9000-001 Funchal;Sumo Laranja 1L;15901234567901;L443127;15;24/10/2025;15.9
58;1;FreshFoods Portugal;Rua das Flores, 123, 1200-001 Lisboa;Mel Natural 250g;15901234567895;L954942;35;21/01/2026;10.96
58;2;Produtos Naturais SA;Av. da República, 456, 4000-001 Porto;Massa Fusilli 500g;15901234567898;L178072;46;23/03/2026;23.21
58;3;DairyKing;Largo do Queijo, 5, 3700-001 Viseu;Queijo Curado 200g;15901234567894;L746612;14;08/03/2026;2.93
58;4;Agro Premium Lda;Estrada Nacional 1, Km 25, 2500-001 Caldas da Rainha;Azeite Extra Virgem 500ml;15901234567890;L319448;42;13/01/2026;21.15
58;5;GreenHarvest;Caminho Verde, 32, 2600-001 Viseu;Mel Natural 250g;15901234567895;L716021;17;13/09/2025;5.22
58;6;SeaDelights;Av. do Mar, 157, 9000-001 Funchal;Azeitonas Verdes 300g;15901234567897;L703291;50;23/03/2026;17.94
58;7;Bakery & Co;Rua do Pão, 20, 3500-001 Viseu;Mel Natural 250g;15901234567895;L922745;18;24/03/2026;5.75
59;1;FreshFoods Portugal;Rua das Flores, 123, 1200-001 Lisboa;Café Torrado 250g;15901234567899;L549609;16;10/10/2025;4.27
59;2;FreshFoods Portugal;Rua das Flores, 123, 1200-001 Lisboa;Mel Natural 250g;15901234567895;L121299;19;28/05/2026;5.83
60;1;MountainFoods;Rua Serra, 88, 6000-001 Castelo Branco;Conserva de Tomate 400g;15901234567891;L555664;49;22/07/2025;19.75
60;2;Produtos Naturais SA;Av. da República, 456, 4000-001 Porto;Sumo Laranja 1L;15901234567901;L127366;47;08/04/2026;49.62
60;3;GreenHarvest;Caminho Verde, 32, 2600-001 Viseu;Atum em Conserva 120g;15901234567903;L363587;15;17/07/2025;2.26
61;1;Bakery & Co;Rua do Pão, 20, 3500-001 Viseu;Massa Fusilli 500g;15901234567898;L920160;11;17/03/2026;5.94
61;2;Bio Organic;Rua do Comércio, 789, 8000-001 Faro;Atum em Conserva 120g;15901234567903;L535794;35;27/12/2025;4.84
62;1;FreshFoods Portugal;Rua das Flores, 123, 1200-001 Lisboa;Azeitonas Verdes 300g;15901234567897;L873920;45;10/10/2025;16.0
62;2;Bio Organic;Rua do Comércio, 789, 8000-001 Faro;Azeitonas Verdes 300g;15901234567897;L910146;4;24/07/2025;1.74
62;3;Alimentar Plus;Zona Industrial, Lote 10, 3000-001 Coimbra;Arroz Carolino 1kg;15901234567892;L132334;42;30/04/2026;42.46
62;4;Bakery & Co;Rua do Pão, 20, 3500-001 Viseu;Chocolate Negro 100g;15901234567900;L516874;16;08/04/2026;1.71
62;5;Bio Organic;Rua do Comércio, 789, 8000-001 Faro;Bacalhau Seco 500g;15901234567896;L484336;5;29/11/2025;2.7
62;6;Bakery & Co;Rua do Pão, 20, 3500-001 Viseu;Massa Fusilli 500g;15901234567898;L393604;4;29/09/2025;2.35
62;7;Agro Premium Lda;Estrada Nacional 1, Km 25, 2500-001 Caldas da Rainha;Azeite Extra Virgem 500ml;15901234567890;L514107;23;12/10/2025;11.75
63;1;SeaDelights;Av. do Mar, 157, 9000-001 Funchal;Queijo Curado 200g;15901234567894;L687003;46;06/05/2026;9.54
63;2;Bakery & Co;Rua do Pão, 20, 3500-001 Viseu;Snacks Salgados 200g;15901234567904;L696331;41;05/09/2025;8.42
63;3;MountainFoods;Rua Serra, 88, 6000-001 Castelo Branco;Mel Natural 250g;15901234567895;L558885;25;16/04/2026;7.82
63;4;Agro Premium Lda;Estrada Nacional 1, Km 25, 2500-001 Caldas da Rainha;Atum em Conserva 120g;15901234567903;L593266;35;19/10/2025;5.0
63;5;MountainFoods;Rua Serra, 88, 6000-001 Castelo Branco;Azeitonas Verdes 300g;15901234567897;L699732;8;30/05/2026;3.29
63;6;DairyKing;Largo do Queijo, 5, 3700-001 Viseu;Snacks Salgados 200g;15901234567904;L977281;38;13/03/2026;8.04
63;7;Alimentar Plus;Zona Industrial, Lote 10, 3000-001 Coimbra;Sumo Laranja 1L;15901234567901;L594697;5;30/01/2026;5.7
63;8;GreenHarvest;Caminho Verde, 32, 2600-001 Viseu;Café Torrado 250g;15901234567899;L557023;27;18/10/2025;7.2
63;9;DairyKing;Largo do Queijo, 5, 3700-001 Viseu;Snacks Salgados 200g;15901234567904;L610534;15;13/08/2025;3.28
64;1;GreenHarvest;Caminho Verde, 32, 2600-001 Viseu;Bacalhau Seco 500g;15901234567896;L479826;41;21/07/2025;20.73
64;2;Bio Organic;Rua do Comércio, 789, 8000-001 Faro;Água Mineral 500ml;15901234567902;L613302;39;19/04/2026;19.63
64;3;DairyKing;Largo do Queijo, 5, 3700-001 Viseu;Snacks Salgados 200g;15901234567904;L784873;49;11/02/2026;10.27
64;4;DairyKing;Largo do Queijo, 5, 3700-001 Viseu;Mel Natural 250g;15901234567895;L229239;46;23/08/2025;14.11
64;5;DairyKing;Largo do Queijo, 5, 3700-001 Viseu;Bacalhau Seco 500g;15901234567896;L163917;21;10/02/2026;10.93
64;6;Produtos Naturais SA;Av. da República, 456, 4000-001 Porto;Vinho Tinto 750ml;15901234567893;L618353;17;28/04/2026;20.77
64;7;GreenHarvest;Caminho Verde, 32, 2600-001 Viseu;Azeitonas Verdes 300g;15901234567897;L163703;39;20/10/2025;13.79
64;8;Bakery & Co;Rua do Pão, 20, 3500-001 Viseu;Água Mineral 500ml;15901234567902;L565669;29;09/12/2025;14.81
64;9;Alimentar Plus;Zona Industrial, Lote 10, 3000-001 Coimbra;Sumo Laranja 1L;15901234567901;L653651;27;13/03/2026;28.67
65;1;DairyKing;Largo do Queijo, 5, 3700-001 Viseu;Azeite Extra Virgem 500ml;15901234567890;L519856;40;23/07/2025;20.28
65;2;Bio Organic;Rua do Comércio, 789, 8000-001 Faro;Vinho Tinto 750ml;15901234567893;L124126;40;06/04/2026;48.29
65;3;FreshFoods Portugal;Rua das Flores, 123, 1200-001 Lisboa;Água Mineral 500ml;15901234567902;L971353;17;24/01/2026;8.7
65;4;Produtos Naturais SA;Av. da República, 456, 4000-001 Porto;Chocolate Negro 100g;15901234567900;L595008;38;01/03/2026;3.94
66;1;Produtos Naturais SA;Av. da República, 456, 4000-001 Porto;Conserva de Tomate 400g;15901234567891;L468062;2;02/08/2025;0.92
66;2;SeaDelights;Av. do Mar, 157, 9000-001 Funchal;Bacalhau Seco 500g;15901234567896;L464069;30;26/09/2025;15.24
66;3;GreenHarvest;Caminho Verde, 32, 2600-001 Viseu;Conserva de Tomate 400g;15901234567891;L369771;49;22/11/2025;19.84
66;4;Alimentar Plus;Zona Industrial, Lote 10, 3000-001 Coimbra;Sumo Laranja 1L;15901234567901;L830311;32;08/12/2025;33.73
66;5;Alimentar Plus;Zona Industrial, Lote 10, 3000-001 Coimbra;Massa Fusilli 500g;15901234567898;L932896;37;28/07/2025;18.89
66;6;Alimentar Plus;Zona Industrial, Lote 10, 3000-001 Coimbra;Azeitonas Verdes 300g;15901234567897;L204241;8;23/09/2025;2.93
66;7;Bakery & Co;Rua do Pão, 20, 3500-001 Viseu;Atum em Conserva 120g;15901234567903;L946847;1;05/02/2026;0.37
66;8;Alimentar Plus;Zona Industrial, Lote 10, 3000-001 Coimbra;Azeitonas Verdes 300g;15901234567897;L579041;42;26/12/2025;14.98
66;9;Bakery & Co;Rua do Pão, 20, 3500-001 Viseu;Arroz Carolino 1kg;15901234567892;L169475;3;22/05/2026;3.3
66;10;Agro Premium Lda;Estrada Nacional 1, Km 25, 2500-001 Caldas da Rainha;Conserva de Tomate 400g;15901234567891;L369541;43;13/03/2026;17.38
67;1;DairyKing;Largo do Queijo, 5, 3700-001 Viseu;Mel Natural 250g;15901234567895;L659997;20;16/12/2025;6.26
67;2;MountainFoods;Rua Serra, 88, 6000-001 Castelo Branco;Café Torrado 250g;15901234567899;L251042;39;26/01/2026;10.15
67;3;Alimentar Plus;Zona Industrial, Lote 10, 3000-001 Coimbra;Snacks Salgados 200g;15901234567904;L386888;41;11/01/2026;8.5
68;1;FreshFoods Portugal;Rua das Flores, 123, 1200-001 Lisboa;Massa Fusilli 500g;15901234567898;L526118;27;25/12/2025;13.91
68;2;DairyKing;Largo do Queijo, 5, 3700-001 Viseu;Atum em Conserva 120g;15901234567903;L912649;42;23/02/2026;5.76
68;3;GreenHarvest;Caminho Verde, 32, 2600-001 Viseu;Atum em Conserva 120g;15901234567903;L678484;46;05/03/2026;6.45
68;4;GreenHarvest;Caminho Verde, 32, 2600-001 Viseu;Vinho Tinto 750ml;15901234567893;L540546;27;15/03/2026;32.87
68;5;Alimentar Plus;Zona Industrial, Lote 10, 3000-001 Coimbra;Vinho Tinto 750ml;15901234567893;L830700;3;25/03/2026;3.86
68;6;Agro Premium Lda;Estrada Nacional 1, Km 25, 2500-001 Caldas da Rainha;Queijo Curado 200g;15901234567894;L783871;25;27/04/2026;5.39
69;1;Alimentar Plus;Zona Industrial, Lote 10, 3000-001 Coimbra;Chocolate Negro 100g;15901234567900;L629124;27;10/03/2026;3.19
69;2;Bakery & Co;Rua do Pão, 20, 3500-001 Viseu;Chocolate Negro 100g;15901234567900;L324732;3;06/08/2025;0.75
69;3;Bakery & Co;Rua do Pão, 20, 3500-001 Viseu;Atum em Conserva 120g;15901234567903;L792226;2;08/05/2026;0.36
69;4;DairyKing;Largo do Queijo, 5, 3700-001 Viseu;Sumo Laranja 1L;15901234567901;L560566;44;07/12/2025;46.49
69;5;GreenHarvest;Caminho Verde, 32, 2600-001 Viseu;Azeite Extra Virgem 500ml;15901234567890;L613066;45;01/03/2026;22.88
69;6;Bakery & Co;Rua do Pão, 20, 3500-001 Viseu;Conserva de Tomate 400g;15901234567891;L582503;22;14/02/2026;9.09
70;1;Bio Organic;Rua do Comércio, 789, 8000-001 Faro;Café Torrado 250g;15901234567899;L635110;45;02/09/2025;11.61
70;2;Alimentar Plus;Zona Industrial, Lote 10, 3000-001 Coimbra;Atum em Conserva 120g;15901234567903;L776565;37;29/08/2025;4.93
70;3;SeaDelights;Av. do Mar, 157, 9000-001 Funchal;Conserva de Tomate 400g;15901234567891;L730803;3;29/07/2025;1.36
70;4;Agro Premium Lda;Estrada Nacional 1, Km 25, 2500-001 Caldas da Rainha;Café Torrado 250g;15901234567899;L412225;10;09/09/2025;2.66
70;5;Produtos Naturais SA;Av. da República, 456, 4000-001 Porto;Vinho Tinto 750ml;15901234567893;L381321;44;17/09/2025;53.19
70;6;GreenHarvest;Caminho Verde, 32, 2600-001 Viseu;Queijo Curado 200g;15901234567894;L805159;11;18/03/2026;2.44
70;7;GreenHarvest;Caminho Verde, 32, 2600-001 Viseu;Azeitonas Verdes 300g;15901234567897;L203345;11;10/11/2025;4.13
70;8;Agro Premium Lda;Estrada Nacional 1, Km 25, 2500-001 Caldas da Rainha;Vinho Tinto 750ml;15901234567893;L500913;2;16/01/2026;2.66
70;9;Bakery & Co;Rua do Pão, 20, 3500-001 Viseu;Sumo Laranja 1L;15901234567901;L910482;30;15/04/2026;31.86
70;10;Bio Organic;Rua do Comércio, 789, 8000-001 Faro;Vinho Tinto 750ml;15901234567893;L488529;15;28/07/2025;18.13
71;1;Alimentar Plus;Zona Industrial, Lote 10, 3000-001 Coimbra;Mel Natural 250g;15901234567895;L621438;6;20/12/2025;2.3
71;2;FreshFoods Portugal;Rua das Flores, 123, 1200-001 Lisboa;Vinho Tinto 750ml;15901234567893;L368388;44;19/03/2026;53.18
71;3;Alimentar Plus;Zona Industrial, Lote 10, 3000-001 Coimbra;Chocolate Negro 100g;15901234567900;L573016;7;11/09/2025;1.19
71;4;Produtos Naturais SA;Av. da República, 456, 4000-001 Porto;Snacks Salgados 200g;15901234567904;L986833;38;08/02/2026;8.09
71;5;Produtos Naturais SA;Av. da República, 456, 4000-001 Porto;Conserva de Tomate 400g;15901234567891;L251388;4;06/06/2026;1.81
71;6;Produtos Naturais SA;Av. da República, 456, 4000-001 Porto;Chocolate Negro 100g;15901234567900;L467980;9;20/09/2025;1.32
71;7;FreshFoods Portugal;Rua das Flores, 123, 1200-001 Lisboa;Bacalhau Seco 500g;15901234567896;L751590;49;15/12/2025;24.93
71;8;Agro Premium Lda;Estrada Nacional 1, Km 25, 2500-001 Caldas da Rainha;Arroz Carolino 1kg;15901234567892;L370308;33;07/04/2026;33.14
72;1;Alimentar Plus;Zona Industrial, Lote 10, 3000-001 Coimbra;Snacks Salgados 200g;15901234567904;L144291;21;30/05/2026;4.56
72;2;Alimentar Plus;Zona Industrial, Lote 10, 3000-001 Coimbra;Vinho Tinto 750ml;15901234567893;L834550;38;05/08/2025;45.93
72;3;Alimentar Plus;Zona Industrial, Lote 10, 3000-001 Coimbra;Massa Fusilli 500g;15901234567898;L710824;50;30/05/2026;25.17
72;4;GreenHarvest;Caminho Verde, 32, 2600-001 Viseu;Atum em Conserva 120g;15901234567903;L537710;7;21/01/2026;1.14
72;5;DairyKing;Largo do Queijo, 5, 3700-001 Viseu;Sumo Laranja 1L;15901234567901;L889665;24;23/05/2026;25.63
72;6;Agro Premium Lda;Estrada Nacional 1, Km 25, 2500-001 Caldas da Rainha;Snacks Salgados 200g;15901234567904;L925693;45;28/04/2026;9.41
72;7;Produtos Naturais SA;Av. da República, 456, 4000-001 Porto;Arroz Carolino 1kg;15901234567892;L306429;7;27/04/2026;7.3
72;8;Bakery & Co;Rua do Pão, 20, 3500-001 Viseu;Café Torrado 250g;15901234567899;L576280;14;06/10/2025;3.65
72;9;Bakery & Co;Rua do Pão, 20, 3500-001 Viseu;Vinho Tinto 750ml;15901234567893;L731481;31;23/12/2025;37.57
73;1;Agro Premium Lda;Estrada Nacional 1, Km 25, 2500-001 Caldas da Rainha;Massa Fusilli 500g;15901234567898;L294433;17;22/02/2026;8.74
73;2;GreenHarvest;Caminho Verde, 32, 2600-001 Viseu;Atum em Conserva 120g;15901234567903;L442428;27;12/03/2026;3.96
74;1;Bio Organic;Rua do Comércio, 789, 8000-001 Faro;Snacks Salgados 200g;15901234567904;L412370;9;15/01/2026;2.28
74;2;DairyKing;Largo do Queijo, 5, 3700-001 Viseu;Vinho Tinto 750ml;15901234567893;L911428;21;05/08/2025;25.53
74;3;MountainFoods;Rua Serra, 88, 6000-001 Castelo Branco;Azeite Extra Virgem 500ml;15901234567890;L483451;14;14/02/2026;7.1
74;4;DairyKing;Largo do Queijo, 5, 3700-001 Viseu;Conserva de Tomate 400g;15901234567891;L146360;14;20/09/2025;5.94
75;1;Produtos Naturais SA;Av. da República, 456, 4000-001 Porto;Arroz Carolino 1kg;15901234567892;L235494;19;01/12/2025;19.4
76;1;SeaDelights;Av. do Mar, 157, 9000-001 Funchal;Atum em Conserva 120g;15901234567903;L401824;29;10/03/2026;3.96
76;2;Agro Premium Lda;Estrada Nacional 1, Km 25, 2500-001 Caldas da Rainha;Vinho Tinto 750ml;15901234567893;L897793;37;07/09/2025;44.55
76;3;Bakery & Co;Rua do Pão, 20, 3500-001 Viseu;Queijo Curado 200g;15901234567894;L244593;22;13/12/2025;4.61
77;1;Bio Organic;Rua do Comércio, 789, 8000-001 Faro;Vinho Tinto 750ml;15901234567893;L814386;5;20/12/2025;6.11
77;2;Produtos Naturais SA;Av. da República, 456, 4000-001 Porto;Chocolate Negro 100g;15901234567900;L845781;26;08/10/2025;3.05
77;3;GreenHarvest;Caminho Verde, 32, 2600-001 Viseu;Vinho Tinto 750ml;15901234567893;L720076;18;21/08/2025;21.96
77;4;Bakery & Co;Rua do Pão, 20, 3500-001 Viseu;Massa Fusilli 500g;15901234567898;L314866;18;21/03/2026;9.13
77;5;Produtos Naturais SA;Av. da República, 456, 4000-001 Porto;Massa Fusilli 500g;15901234567898;L786622;44;26/07/2025;22.24
77;6;Agro Premium Lda;Estrada Nacional 1, Km 25, 2500-001 Caldas da Rainha;Mel Natural 250g;15901234567895;L503887;22;26/10/2025;6.8
78;1;DairyKing;Largo do Queijo, 5, 3700-001 Viseu;Vinho Tinto 750ml;15901234567893;L881925;50;02/08/2025;60.15
78;2;GreenHarvest;Caminho Verde, 32, 2600-001 Viseu;Bacalhau Seco 500g;15901234567896;L703395;50;03/03/2026;25.38
78;3;Alimentar Plus;Zona Industrial, Lote 10, 3000-001 Coimbra;Chocolate Negro 100g;15901234567900;L344872;26;19/09/2025;2.77
78;4;Bio Organic;Rua do Comércio, 789, 8000-001 Faro;Snacks Salgados 200g;15901234567904;L849829;13;23/07/2025;3.03
78;5;DairyKing;Largo do Queijo, 5, 3700-001 Viseu;Conserva de Tomate 400g;15901234567891;L423160;28;30/10/2025;11.51
79;1;Bakery & Co;Rua do Pão, 20, 3500-001 Viseu;Sumo Laranja 1L;15901234567901;L140312;13;01/04/2026;14.04
79;2;Produtos Naturais SA;Av. da República, 456, 4000-001 Porto;Água Mineral 500ml;15901234567902;L999471;25;21/08/2025;12.82
79;3;Produtos Naturais SA;Av. da República, 456, 4000-001 Porto;Água Mineral 500ml;15901234567902;L180174;41;11/05/2026;20.7
79;4;DairyKing;Largo do Queijo, 5, 3700-001 Viseu;Queijo Curado 200g;15901234567894;L567855;19;08/02/2026;4.23
79;5;MountainFoods;Rua Serra, 88, 6000-001 Castelo Branco;Vinho Tinto 750ml;15901234567893;L236925;37;12/02/2026;44.63
79;6;DairyKing;Largo do Queijo, 5, 3700-001 Viseu;Café Torrado 250g;15901234567899;L685553;6;02/09/2025;1.69
79;7;SeaDelights;Av. do Mar, 157, 9000-001 Funchal;Queijo Curado 200g;15901234567894;L228104;5;25/01/2026;1.17
79;8;SeaDelights;Av. do Mar, 157, 9000-001 Funchal;Café Torrado 250g;15901234567899;L158071;16;19/07/2025;4.46
80;1;DairyKing;Largo do Queijo, 5, 3700-001 Viseu;Azeitonas Verdes 300g;15901234567897;L519965;18;22/11/2025;6.7
80;2;FreshFoods Portugal;Rua das Flores, 123, 1200-001 Lisboa;Chocolate Negro 100g;15901234567900;L601427;22;28/12/2025;2.33
80;3;FreshFoods Portugal;Rua das Flores, 123, 1200-001 Lisboa;Café Torrado 250g;15901234567899;L506223;37;27/08/2025;9.72
80;4;Agro Premium Lda;Estrada Nacional 1, Km 25, 2500-001 Caldas da Rainha;Café Torrado 250g;15901234567899;L982665;26;24/09/2025;6.72
80;5;Alimentar Plus;Zona Industrial, Lote 10, 3000-001 Coimbra;Água Mineral 500ml;15901234567902;L547978;20;25/09/2025;10.26
80;6;DairyKing;Largo do Queijo, 5, 3700-001 Viseu;Vinho Tinto 750ml;15901234567893;L627043;40;14/08/2025;48.39
80;7;Alimentar Plus;Zona Industrial, Lote 10, 3000-001 Coimbra;Atum em Conserva 120g;15901234567903;L422137;23;20/01/2026;3.22
80;8;FreshFoods Portugal;Rua das Flores, 123, 1200-001 Lisboa;Queijo Curado 200g;15901234567894;L777182;40;22/12/2025;8.48
