Label Number;Company Name;Company Address;Product Description;Net weight;Batch Number;Country of origin;SN - Serial Number;Expiration Date;GTIN-14
703;Química Duarte;R. Filipa Fonseca, 83, 0220-010 Câmara de Lobos;Cadeira;13289 mL;99542;Alemanha;QDLE6O8PRQET;29/01/2029;58193721892191
704;Móveis Raiz;R. Teresa Faria, 11, 2434-488 Valongo;Pão;28.86 L;32541;França;REQX71FQISG2;NODATE;59614247052393
705;Móveis Raiz;Avenida D. Carlos I ao Parque das Nações, 585, 6143-862 São João da Madeira;Farinha;585 un;95080;Alemanha;05UCLFD917O5;13/02/2028;67428028049054
706;Móveis Raiz;Alameda Anjos, 66, 0604-209 Pinhel;Pão;7765 mL;29341;Alemanha;LH514CU9E5SA;27/11/2030;42643383792422
707;Têxtil Lusa;R. de Carreiras, 11, 3525-864 Tondela;Pão;375.1 L;23051;Alemanha;NI64ZAUI65EF;03/08/2030;64550490747590
708;Global Tech;Praça de Sá, 86, 8660-185 Montemor-o-Novo;Pão;3619 g;49792;Portugal;SM8KB45VHGEE;31/08/2028;01080559156043
709;Empresa Alfa;R. Carlos Matias, 267, 5822-041 Lagos; Azeite;19538 g;58688;Portugal;S1HULMMTR0QY;NODATE;81244750065296
710;Empresa Alfa;Praça dos Cruzados, 892, 1569-240 Rio Maior;Farinha;209 un;63059;Itália;VPWYVDU69RGE;25/05/2028;72210919105011
711;Global Tech;Alameda Branco, S/N, 2948-952 Montemor-o-Novo;Farinha;12874 g;72342;Espanha;J3C59LUELZ12;23/07/2033;27808967410231
712;Empresa do João;R. Henriques, 5, 8477-030 Castelo Branco;Computador;19951 g;11025;Alemanha;T7I4H2EUZ2DF;06/02/2029;19095496568823
713;Padaria Central;Av da Vitória, 718, 3656-125 Loulé;Vinho;317.86 kg;45484;Alemanha;P6P4HXFFLYJL;02/02/2027;25531327573930
714;Empresa Alfa;Rua de Costa Cabral, S/N, 5390-918 Sines; Azeite;978 un;26267;China;9ALE6Y3J47VO;20/02/2030;87372955914134
715;Padaria Central;Travessa Morais, S/N, 7386-630 Guarda;Madeira;29 un;90894;Portugal;QGK5C32NNRHU;15/01/2028;68837515420384
716;Empresa do José;Praça Matilde Andrade, S/N, 5648-933 Caniço; Azeite;196.96 kg;90593;Brasil;OTUQD23GQYQ8;02/08/2025;09482099868488
717;Padaria Central;Alameda Nádia Lima, 594, 0611-011 Marco de Canaveses;Cadeira;17069 g;30942;Itália;AV7TYFWY544E;02/05/2035;45062242864242
718;Empresa Alfa;Rua Emília Pereira, S/N, 6145-887 Santa Comba Dão;Cadeira;410.5 L;54899;China;YA2N9IP59J49;16/11/2026;22612897138841
719;Empresa do José;Alameda Bruno Rocha, 669, 5381-060 Guimarães;Sabonete;727 un;32489;Brasil;V39CIFXAB51A;15/11/2026;78829237026013
720;Móveis Raiz;Avenida Correia, 86, 0247-369 Olhão;Madeira;76.96 L;64257;Itália;LFDX84A0MB1J;13/01/2034;67949866949555
721;Empresa do João;R. da Ribeira, 8, 1251-234 Amarante;Impressora;613 un;97506;Espanha;T8U4ZMHR8EAL;NODATE;00564457899527
722;Empresa Alfa;Avenida Nogueira, 64, 7690-909 Peniche;Impressora;8731 g;72685;Alemanha;R1GV3K6JY54O;NODATE;78474019416505
723;Padaria Central;Alameda Soares, 29, 0291-498 Miranda do Douro;Impressora;418.69 L;11225;Brasil;9BZSUIQPZ18X;19/02/2032;40909810132069
724;Empresa Alfa;Av do Báltico, 85, 0539-736 Matosinhos;Pão;367.11 L;83797;Portugal;BM0ZQOFHP0L9;NODATE;72097774602511
725;Têxtil Lusa;Avenida 25 de Abril, 24, 4749-593 Rio Maior;Farinha;268.9 L;84155;Alemanha;HKJED7FM39CW;02/08/2025;28125349444981
726;Padaria Central;R. de Viterbo de Campos, 84, 2312-075 Oliveira do Bairro;Computador;14.43 L;29646;Alemanha;32Z35TFYPA4C;08/10/2033;49823297191235
727;Têxtil Lusa;Alameda Silva Porto, 29, 6174-653 Praia da Vitória;Vinho;460.44 kg;77451;Alemanha;TN16R2LS5I8N;20/12/2034;36753027258217
728;Móveis Raiz;Rua de Teixeira, 16, 6968-490 Praia da Vitória;Computador;271.44 kg;88709;Itália;0B76PHCFN673;15/12/2034;26555028091013
729;Empresa Alfa;R. Guerreiro, S/N, 3539-994 Ourém;Camisola;40.7 kg;84682;Alemanha;T7XG4BNVQ10M;08/03/2034;50834079678567
730;Global Tech;Largo Morais, S/N, 4056-952 Mealhada;Cadeira;3204 g;32820;Itália;PPC7XC7INWW0;10/06/2030;83363701975978
731;Empresa do João;Largo Carvalho, 25, 6683-460 Oliveira do Hospital;Pão;447.85 L;58063;Espanha;IBEE24I1LLL1;28/04/2027;30795614411228
732;Têxtil Lusa;Largo Andrade, 712, 6756-898 Cartaxo;Camisola;362.22 kg;31518;Itália;NP3JWQBB62IS;05/03/2034;43555092322196
733;Empresa do José;Av de Costa, 1, 9832-236 Valpaços;Camisola;393.25 kg;69892;França;YQD8ZTDDYOJY;24/06/2026;93038298072380
734;Têxtil Lusa;Travessa de Andrade, 4, 3080-659 Aveiro;Camisola;6536 g;67303;Espanha;JUNY88YV8LJ5;15/03/2035;00438303305358
735;Empresa do João;Rua Cuf, 75, 3407-337 Tondela;Impressora;250.29 kg;94084;Portugal;WFT1J8WVY8DH;NODATE;14617315951589
736;Têxtil Lusa;Alameda de Barros, S/N, 9403-167 Montemor-o-Novo;Madeira;18177 mL;94990;China;XMHFCBA7YBWZ;07/08/2027;80653407229738
737;Global Tech;Avenida Simão Branco, 561, 4405-915 Esmoriz;Pão;255.13 kg;58729;Espanha;1MFY65W080LH;23/03/2029;40040459787334
738;Móveis Raiz;Alameda de Nascimento, 297, 0157-900 Oliveira do Hospital;Sabonete;314.36 L;12209;Espanha;KZAMS8M1U2TN;19/02/2026;91253485328500
739;Têxtil Lusa;Travessa de Branco, 99, 6763-822 Queluz;Farinha;137.5 kg;86011;China;V48KC1KY609U;17/08/2027;69928841289422
740;Padaria Central;Av da Boavista, S/N, 7065-374 Lagoa;Vinho;658 un;51648;Portugal;KS3YVOHKC2WV;21/02/2031;06909606382917
741;Móveis Raiz;Travessa de Silva, 73, 0984-525 Barcelos;Computador;18268 g;99548;Espanha;BG0P47YOY28D;20/05/2026;79684822671951
742;Têxtil Lusa;Alameda de Garcia, 73, 6933-879 Vila Real de Santo António;Impressora;803 un;26403;França;P74CUDSWGU2X;08/05/2033;33594851545066
743;Móveis Raiz;Av das Bolas, 51, 0787-394 Valbom;Camisola;214.27 L;42605;Brasil;XA2T3AT6J6H5;06/09/2032;89502276040205
744;Empresa do José;Travessa da Nau Catrineta, 69, 4630-455 Mealhada;Sabonete;9362 g;21753;França;8IEGR9V81IPU;26/07/2029;82546520853853
745;Móveis Raiz;Rua Amorim, 93, 0207-764 Fiães;Computador;4635 mL;29520;França;RQKUJGCNO5A4;17/05/2033;15732833147698
746;Empresa do João;Avenida de Pinheiro, S/N, 8170-144 Sintra;Impressora;851 un;98753;França;ATLJ0NAHGZQ8;30/12/2027;80042253940189
747;Global Tech;R. Abreu, S/N, 9550-200 Estarreja;Pão;198 un;21466;China;26G5559Q69DT;17/04/2029;22965016525186
748;Móveis Raiz;Travessa Benedita Monteiro, 1, 2336-916 Almada;Madeira;1697 mL;13248;Alemanha;2SGHQXMFHWSM;12/08/2029;74920652110115
749;Empresa do João;Alameda das Fragatas, 12, 3495-493 Tomar;Computador;9632 mL;16637;China;OE486BOSJ4Q1;07/04/2027;32041828657450
750;Móveis Raiz;Avenida do Codeçal, 3, 8534-599 Torres Vedras;Camisola;39.6 L;49013;Brasil;EHRNWZTXDBWD;15/01/2027;30063180266061
751;Global Tech;R. Amorim, 525, 2328-150 Moura;Sabonete;485.47 L;93366;Espanha;XFD0VR0O022W;22/07/2030;26054094315444
752;Global Tech;Av Frederico Carneiro, 40, 3381-079 Angra do Heroísmo;Impressora;233.26 kg;37200;Itália;BW1SWH9F99PC;NODATE;36088681544516
753;Padaria Central;Avenida da Ilha do Ferro, 33, 5119-115 Figueira da Foz;Madeira;153 un;17049;França;73RVQJF7UG80;27/11/2026;73604329188156
754;Móveis Raiz;Av Rocha, 954, 4695-143 Valbom;Vinho;12040 mL;72992;França;DEDC5E6G26X2;27/08/2029;50555095087126
755;Têxtil Lusa;Rua do Seminário, 807, 0349-618 Caniço;Madeira;15491 g;80505;Brasil;468Q1EL8KID9;29/11/2029;43922754339936
756;Química Duarte;Praça Manuel Pinto de Azevedo Júnior, 318, 8771-436 Marco de Canaveses;Vinho;6235 g;29703;Espanha;5MULCAQJXU9V;15/03/2034;57438772620120
757;Móveis Raiz;Travessa José Luís Nunes, 35, 2801-807 Lamego; Azeite;294.32 L;60224;Brasil;697IKOPX97MS;10/10/2032;65094458872627
758;Química Duarte;R. das Gaivotas ao Parque das Nações, 711, 4810-159 Montijo;Computador;7864 mL;69773;França;WFYLXT9219H1;10/08/2025;64362831735402
759;Móveis Raiz;Travessa de Reis, S/N, 2786-266 Serpa;Vinho;414.54 L;63166;Brasil;KYLHY75Z5NN8;21/10/2034;51299630033416
760;Química Duarte;Praça Moreira, 2, 3209-605 Sines;Farinha;4817 mL;54344;Portugal;UL835XWLO6PW;25/07/2030;63668078847079
761;Empresa do José;Travessa Tomé Pires, 37, 2882-361 Rebordosa;Farinha;12261 mL;97493;Alemanha;H8ATDWL88ID7;18/06/2030;92881053493508
762;Móveis Raiz;Rua Freitas, S/N, 5017-937 Fafe;Camisola;623 un;12648;China;8KT94SKYAQXE;19/07/2025;29081355445707
763;Móveis Raiz;Rua Letícia Moreira, 354, 3046-199 Mealhada;Computador;708 un;60050;França;0A3M316G4W4X;19/09/2031;57482076451719
764;Empresa do José;Largo da Foz, 81, 0330-527 Barcelos;Computador;5717 mL;37752;Brasil;4CDSGHYUZBMN;17/08/2026;45874024978527
765;Química Duarte;Travessa do Pinzaleiro, 2, 3162-067 Santarém;Pão;198 un;66413;Brasil;M5BP7T5WBCDT;04/04/2034;74835331153088
766;Empresa do João;Avenida de Azevedo, 33, 4937-335 Bragança;Madeira;336.89 L;22388;China;NHL2BDXRI8VU;18/08/2028;77204145959746
767;Empresa do João;Largo de Loureiro, 98, 6604-058 Lourosa;Cadeira;7895 mL;58926;França;8WL218755CWR;08/09/2029;09140581240279
768;Padaria Central;Praça Rodrigues, 7, 3694-650 Alcobaça;Pão;19504 mL;19910;Portugal;HACLBAWMLQFR;NODATE;96019503360484
769;Móveis Raiz;Travessa Alícia Silva, 93, 2966-941 Santana;Pão;179.72 L;81024;Alemanha;DJQVH49K0OZ3;11/05/2033;62393388823891
770;Empresa Alfa;Alameda Emma Guerreiro, 5, 4052-189 Évora;Impressora;1.6 kg;57346;Brasil;XFUP5RRZQ9ZW;NODATE;91805229925486
771;Empresa Alfa;R. Grande, S/N, 0727-043 Santarém;Pão;7142 mL;13319;China;0N3UQXQ7M5SR;NODATE;37896824983870
772;Empresa do João;R. de Paiva, 8, 1076-506 Valbom;Cadeira;4601 g;39123;Brasil;2S0QS1YOC421;02/04/2027;86377414630092
773;Global Tech;Largo Emanuel Figueiredo, 59, 0070-369 Santarém;Vinho;314.6 kg;15470;Alemanha;5ZJ0KBUV269C;16/01/2026;06872225102035
774;Móveis Raiz;Avenida Bruno Silva, 225, 9103-619 Horta;Madeira;14337 g;91578;Itália;VR1WY95ICUAS;30/04/2034;15196609885468
775;Empresa Alfa;Praça Neves, 26, 8176-213 Évora;Impressora;55 un;47826;China;81YELXFKYL0O;02/08/2033;26415119210521
776;Empresa Alfa;R. da Ponte da Lama, 403, 9096-038 Torres Vedras;Farinha;241.69 L;43821;Portugal;VNMTKC8MV5C0;04/06/2030;25768217615864
777;Global Tech;Avenida Henrique Miranda, 843, 3030-445 Vila Franca de Xira; Azeite;392 un;30601;Itália;F6WQZ16A6M53;NODATE;35581523701119
778;Empresa Alfa;Travessa Mara Valente, 3, 1034-606 Reguengos de Monsaraz;Farinha;355.63 kg;12379;Brasil;JEL330XR3FAC;30/08/2032;08133203217079
779;Empresa Alfa;Alameda Mário Ruivo, 36, 2174-876 Vila do Conde; Azeite;47 un;10284;Alemanha;DTPTTUU1I8J6;NODATE;39859359167827
780;Empresa do João;Largo Fonseca, 8, 8722-495 Moura; Azeite;341.18 kg;30999;Espanha;V8R2AHRO88EY;12/08/2027;62605040508916
781;Empresa Alfa;Rua Lorena Costa, 21, 3179-611 Macedo de Cavaleiros;Camisola;294.17 kg;22686;Itália;6FCFJHEOHSCY;19/10/2030;94576255812726
782;Têxtil Lusa;Av Diogo Simões, 40, 8626-206 Santa Cruz;Pão;14788 g;97643;China;71OXWILO2SI1;18/11/2028;35097111290163
783;Padaria Central;Praça da Pasteleira, S/N, 2548-362 Guimarães;Sabonete;439.18 kg;43861;Portugal;UXIHON50L67F;03/05/2030;49980330671120
784;Química Duarte;Avenida Andrade, 7, 8500-163 Albufeira;Impressora;587 un;45336;China;YUZY23LRKI6P;NODATE;65307920507570
785;Empresa Alfa;Praça Adriana Magalhães, S/N, 9940-508 Vila Real de Santo António;Madeira;18950 g;44855;Itália;51N876ZEQ7SK;08/08/2027;69202928095801
786;Empresa Alfa;Av Coelho, 24, 7452-359 Queluz; Azeite;226.28 L;66899;Espanha;XNCSE2YXYYR6;09/07/2033;80167079792224
787;Empresa do José;R. Nicole Azevedo, 1, 4145-716 Angra do Heroísmo;Sabonete;308.16 L;10676;Alemanha;ZPZUNMV80CJU;21/10/2032;36222850888090
788;Móveis Raiz;Largo Brian Anjos, 306, 1098-622 Amadora;Vinho;127.57 L;27004;Itália;FM26B0P1ALU4;15/10/2026;70807398893860
789;Empresa do João;R. Figueiredo, 74, 1201-735 Torres Vedras;Computador;17977 g;94138;Alemanha;E4VI0KOL6DZ6;24/07/2031;49650728342183
790;Empresa do João;Alameda Gonçalves, 103, 8757-976 Montijo;Farinha;350.57 kg;26860;Espanha;OIZ0F7DCEF5P;11/06/2028;00559156286417
791;Empresa do José;Alameda de Paiva, 66, 0655-698 Alcácer do Sal;Camisola;267.98 L;37412;Espanha;Z4FZ3JXXZCJ6;08/09/2033;96947642767861
792;Padaria Central;Rua Joel Moura, 68, 3938-195 Fátima; Azeite;204 un;46521;França;177J8I08CSUZ;16/08/2025;29991135053458
793;Global Tech;R. das Conchas, 811, 6694-664 Leiria;Computador;92.39 L;33078;Brasil;3Z9P15L25LII;NODATE;81001717509631
794;Global Tech;Praça Bernardo Rodrigues, 2, 3021-583 Ponta Delgada;Madeira;14469 g;29049;Espanha;D1OXQ2ISNTMM;03/12/2032;70868415952213
795;Empresa do José;Travessa Gabriela Lopes, S/N, 9607-864 Lixa;Sabonete;19881 g;75937;Portugal;WU1BKVB8AQQ9;02/06/2026;74005602514827
796;Química Duarte;Av Larissa Marques, 53, 9523-842 Alcácer do Sal;Farinha;400.08 L;55273;Brasil;JQO1RSKI9XJH;30/04/2029;40773403577503
797;Padaria Central;Largo Domingues, 99, 2320-422 Montemor-o-Novo;Cadeira;243 un;42630;França;54Q96L0Q1WZL;07/01/2034;14398177231097
798;Padaria Central;Rua Machado, 7, 7800-183 Vila do Conde;Cadeira;10603 mL;28623;Itália;JKOTIUM7HMZN;18/01/2034;51545672020478
799;Química Duarte;Praça de Barbosa, 87, 0961-813 São João da Madeira;Pão;817 un;17208;Itália;4JIM2NOL2A0C;19/01/2032;29947746864051
800;Global Tech;Alameda de Azevedo, 71, 4338-212 Albufeira;Camisola;133.94 kg;17713;França;SHGF2B86ML8G;19/12/2031;46319984411850
801;Empresa Alfa;Largo Valentina Gaspar, 8, 1221-465 Ourém; Azeite;361.56 kg;78344;França;ZCBKN6DDYK9O;12/01/2028;86901356242389
802;Móveis Raiz;Avenida da Baleia, 14, 1632-120 Quarteira;Madeira;474.41 kg;60894;China;VDBP1UF44NL6;10/02/2035;58227018516296
803;Empresa do José;Travessa Henrique Castro, 16, 0813-686 Santa Maria da Feira; Azeite;7511 mL;64035;França;ESM2JTF45ZHW;30/09/2034;79847985129362
804;Química Duarte;Praça Mota, 96, 5028-602 Maia;Impressora;18983 mL;68702;França;H9YL9TJKR4RL;25/02/2026;03770061715321
805;Móveis Raiz;Travessa Inês Rodrigues, 1, 3786-878 Bragança;Computador;477.15 kg;59815;Itália;1CASQ5WSEB8Z;02/06/2030;23836075301289
806;Empresa do José;Av Oliveira, 66, 9944-334 Beja; Azeite;372.14 L;43660;Itália;6R1RC7BK6FVA;NODATE;65345956756710
807;Móveis Raiz;Avenida Enzo Valente, 45, 0948-847 São João da Madeira;Pão;148.21 kg;99552;Portugal;ZUAT5E2MZ94N;NODATE;80540260781809
808;Têxtil Lusa;Rua Macedo, S/N, 7206-898 Agualva-Cacém;Pão;1315 g;17185;Espanha;XSH4LPPAPVJC;31/03/2035;81464220447511
809;Padaria Central;Travessa Alice Cruz, S/N, 5698-772 Aveiro;Farinha;13209 mL;70881;Alemanha;H8UOPBOU58GD;17/09/2026;83451261505913
810;Móveis Raiz;Praça Vieira, 92, 6541-130 Tarouca;Farinha;2367 mL;82672;Alemanha;CTV19W0OPEXM;10/07/2028;65234105719773
811;Global Tech;Avenida de Ramos, 52, 8100-142 Vila Nova de Famalicão;Cadeira;473 un;47290;Itália;N5G6Q33H956Q;NODATE;51936054416837
812;Padaria Central;Travessa Vaz, 72, 4644-669 Faro;Farinha;19554 mL;49981;China;227XM0TWNLFI;03/08/2025;56791921878387
813;Química Duarte;Avenida Letícia Jesus, 1, 7712-812 Vila Nova de Foz Côa;Sabonete;192 un;68883;Brasil;ZVP8FSS6K4YY;27/02/2033;24203937048004
814;Padaria Central;Rua de Colares, S/N, 9425-703 Sacavém; Azeite;618 un;49181;Brasil;5Y3AWT3ITNU9;23/10/2025;73076149767579
815;Química Duarte;Largo de Pacheco, 72, 0036-926 Peso da Régua;Farinha;436 un;14301;China;59HRC5NJ1E25;05/08/2027;57314359034974
816;Empresa Alfa;Largo Bento Martins, 801, 4111-654 Freamunde;Farinha;26 un;44233;França;21RBS5TBGQVA;19/07/2030;85164364842274
817;Têxtil Lusa;Avenida de Gomes, 567, 8083-762 Macedo de Cavaleiros;Farinha;142.22 kg;66337;Portugal;JU6TLPAKKVNH;11/05/2034;19479387687780
818;Têxtil Lusa;Alameda Amélia Freitas, 1, 8621-824 Vila Nova de Famalicão;Vinho;365.31 kg;69437;França;0A0BDYLOLW96;06/03/2026;69441883315724
819;Empresa Alfa;R. do Báltico, 22, 5440-683 Santana;Pão;303.32 L;19780;Brasil;OPN869T6IDY0;30/06/2030;89446717494739
820;Padaria Central;Largo de Torres, S/N, 4167-591 Covilhã;Impressora;309.8 L;98642;China;V6ITBRUADRZP;11/09/2026;16192766154734
821;Padaria Central;Praça Abreu, 2, 0141-216 Portalegre;Vinho;3686 mL;40537;China;12UUDKK24KN1;29/11/2027;04241070246836
822;Empresa do João;Travessa Batista, S/N, 4619-409 Barcelos;Vinho;756 un;45504;Alemanha;QFOW8SKHK82Q;11/12/2032;52227680664503
823;Têxtil Lusa;R. Neto, 95, 4133-152 Beja;Vinho;428.09 L;57496;Alemanha;EYPMNMYQH3KX;13/08/2032;02193435189023
824;Empresa do José;Travessa de Ribeiro, 82, 4808-979 Caniço;Cadeira;3728 g;65983;França;FDA6XVGU2897;29/03/2028;23119520537206
825;Empresa do José;Largo de Moradias Populares do Eng.º Machado Vaz, 519, 6493-848 Odivelas;Pão;13444 g;24586;Itália;YTVWS0TSG5L5;NODATE;13284294149758
826;Global Tech;Av de Basílio Teles, 96, 3725-165 Silves;Madeira;28.77 kg;76763;Itália;HZBCPWAGHJ35;15/08/2026;59282881849518
827;Empresa do João;Alameda de Batista, 5, 9636-722 Fundão;Sabonete;437 un;99965;China;7QR55E8MNM9V;22/12/2028;80709939450599
828;Empresa do José;Rua Domingues, 3, 5429-346 Santa Cruz;Sabonete;435 un;64322;Alemanha;1JSSY6NKL4I2;22/02/2034;90872844175962
829;Móveis Raiz;Alameda de Antero de Quental, 11, 6014-667 Lixa;Computador;362.33 L;46028;Brasil;UTOV4VN0RLF5;03/03/2030;33605409843271
830;Padaria Central;Praça Nicole Lourenço, 605, 2836-915 Portalegre;Impressora;634 un;47759;Itália;8PZRSK9X2M9T;20/10/2029;46082351560038
831;Global Tech;Avenida de Marques Marinho, 76, 5875-327 Macedo de Cavaleiros;Impressora;429.07 L;57272;França;JEHVOC76SWFX;10/08/2032;48977926766865
832;Empresa do João;Av Filipe Melo, 23, 1792-526 Marco de Canaveses; Azeite;366.11 kg;88895;Espanha;FDHK8U87M465;18/07/2025;65227635461897
833;Empresa Alfa;Av Matos, 3, 1515-950 Marco de Canaveses;Vinho;200.62 kg;21154;Brasil;JK7H5TGOGKBF;12/03/2032;48032997623167
834;Empresa do José;Travessa Diego Barbosa, 57, 6187-844 Serpa; Azeite;403.3 L;95254;Brasil;YNWOJ2JTNQA4;07/04/2027;52478576019747
835;Móveis Raiz;Av dos Navegadores, S/N, 1699-644 Queluz;Vinho;13220 g;14292;Brasil;Q8RPHRZMVD2V;26/07/2028;45964814494324
836;Padaria Central;Largo de Amaral, 3, 2237-697 Praia da Vitória;Camisola;399.61 kg;25639;China;53M2I40V2YVE;04/11/2029;71513453050446
837;Empresa do João;Praça Denis Pinto, 87, 4455-682 Queluz;Madeira;15316 mL;77714;Brasil;2RKW6WBL2IF3;09/04/2029;19500061791726
838;Padaria Central;Praça de Cruz, S/N, 7697-890 Silves;Pão;14858 mL;11897;Alemanha;UHB6Z4X78JA0;28/08/2027;12395976117274
839;Móveis Raiz;Praça Ivan Monteiro, 1, 8053-232 Ponte de Sor;Farinha;92.89 kg;31738;Alemanha;YRU2LBUDVYYB;14/05/2035;98624277514250
840;Global Tech;Av Sousa, 4, 0534-814 Marco de Canaveses;Madeira;226.76 L;67064;Espanha;32SSTWW50HNO;22/11/2033;56492229112356
841;Padaria Central;Avenida de Mota, 62, 0098-810 Matosinhos;Vinho;707 mL;21565;França;CEW6HMXYH4W5;28/08/2025;42104004123207
842;Têxtil Lusa;R. Clara Ferreira, S/N, 0588-674 Ílhavo;Madeira;427 un;51292;Espanha;UKS2MNAOW7WK;05/12/2030;27935035322904
843;Móveis Raiz;Rua Miranda, 25, 8138-175 Caldas da Rainha;Cadeira;846 un;61138;França;GQQT19JMMXN7;15/05/2028;52381719329961
844;Empresa Alfa;Largo Araújo, 295, 3500-635 Aveiro;Computador;405 un;21536;Brasil;PCD8ELPQ93CI;25/04/2032;80701707438780
845;Têxtil Lusa;Travessa de Leite, 42, 6880-557 Vila do Conde;Cadeira;364 un;14445;França;COOBNG1F0FKK;NODATE;52789149653372
846;Química Duarte;Rua Augusto Monjardino, 57, 7254-670 Penafiel;Computador;36.2 kg;35878;Alemanha;76WCA6QRY2R2;NODATE;52744757572119
847;Global Tech;Avenida de Cintura Interna, 15, 9814-586 Amora;Vinho;14322 mL;57468;Portugal;LFCRRMAI36Z3;15/03/2029;90242430436142
848;Global Tech;Praça Tomás Pacheco, 27, 7481-883 Mangualde;Farinha;455.61 kg;38053;Espanha;N4TI2R5AOYGW;08/04/2028;95172975875011
849;Empresa Alfa;Avenida de Guerreiro, 9, 5225-627 Lixa;Camisola;143 un;52955;Portugal;QJHB5GPOPGIM;NODATE;83828645043896
850;Móveis Raiz;Av de Marques Marinho, S/N, 8186-910 Alcobaça;Cadeira;141.3 kg;82844;França;FLS08O3POG62;24/08/2032;11833851802286
851;Empresa Alfa;Av Machado, 39, 2923-975 Rio Tinto; Azeite;15913 mL;81316;França;7JXJO8QEAM2B;NODATE;46227200751156
852;Empresa do João;Alameda Carolina Moura, 77, 2353-792 Vendas Novas;Computador;197.5 L;28972;Alemanha;J7S4WA9LRYJY;19/01/2027;26429730789712
853;Padaria Central;Largo de Anjos, 50, 8454-280 Guimarães;Vinho;100.0 kg;37396;Espanha;39U09S9I3070;14/10/2033;15538927462170
854;Empresa do João;Praça Naiara Marques, 69, 6646-456 Setúbal;Madeira;318.91 L;59574;Alemanha;XKRHSPJ1WC1I;28/01/2034;47657504946145
855;Química Duarte;Travessa Juliana Neto, 34, 0890-078 Vila do Conde;Impressora;36.4 kg;75913;Espanha;SQ3FG0B4R4YS;28/09/2029;42758612964187
856;Empresa Alfa;Alameda Leite, S/N, 5153-130 Pinhel;Camisola;677 un;13465;Brasil;848EB4AUMWA9;21/03/2033;02179197962781
857;Empresa do João;R. Margarida Gaspar, 44, 9644-451 Rio Tinto;Computador;114 un;57166;França;VVMN5O185G2T;21/10/2033;13945442593262
858;Móveis Raiz;R. Érica Silva, 9, 0365-957 Tavira;Cadeira;16578 g;41877;China;CHCZEKCXRA24;28/06/2029;77664904255227
859;Padaria Central;Avenida Pinheiro, 601, 4089-514 Viseu;Vinho;984 un;50643;Portugal;BMEF8TSEK9XV;10/12/2034;06867745250974
860;Química Duarte;Largo Nacional 108, 5, 3417-898 Praia da Vitória; Azeite;325.93 kg;99166;Espanha;RKF3D5XIXKVM;NODATE;38441598180653
861;Empresa do José;Travessa de São Lourenço, 25, 5337-681 Vila Nova de Santo André;Cadeira;11851 mL;72783;Espanha;S56WE4N57NIE;13/11/2029;51315566720536
862;Empresa Alfa;Rua Azevedo, S/N, 5898-698 Santiago do Cacém;Impressora;2426 mL;45607;Portugal;VWKU1IYH6FGW;06/06/2028;18695573208158
863;Global Tech;Av Alícia Anjos, 44, 9170-766 Gouveia;Vinho;491.03 L;81973;França;S3Z9H0ZW0FM3;16/06/2032;85019057780253
864;Têxtil Lusa;Travessa de Cruz, 3, 1908-487 Santana;Madeira;4436 mL;89272;Alemanha;GXLGQ2NBR1D2;NODATE;92650502789348
865;Empresa do José;Travessa Branco, 24, 7289-996 Anadia;Cadeira;16617 mL;38464;Espanha;RC6K300MQPJT;22/07/2026;04431131652446
866;Têxtil Lusa;Travessa de Gonçalves, 38, 1221-747 Esposende;Pão;116 un;86271;China;94LN9VOX9GCB;30/07/2031;82299122031825
867;Global Tech;Praça Arquitecto Carlos Ramos, 765, 0212-574 Maia;Camisola;331.04 kg;33618;China;RS98NTBAMCWB;27/09/2027;64882521219416
868;Global Tech;Travessa Marta Carvalho, 3, 9810-807 Ponta Delgada;Computador;814 un;83617;Alemanha;PPROO623X91V;28/03/2034;48460757807478
869;Empresa do José;Largo Amélia Neves, 8, 6750-380 Maia;Impressora;888 un;98604;Alemanha;U0G1F8W88SSJ;NODATE;36276092303013
870;Empresa do José;Largo Severo Portela, 88, 7495-016 Lourosa;Computador;789 un;69196;França;8SFVGPEPY3VC;22/09/2026;44614396617960
871;Têxtil Lusa;Rua Alice Domingues, 23, 4209-243 Guarda;Vinho;4.59 L;32492;China;OL0YX80GNZ8B;NODATE;35654636507010
872;Química Duarte;Travessa de Moreira, 7, 8227-276 Agualva-Cacém; Azeite;14102 g;98353;Espanha;QWZG8DNQ7W9U;27/08/2034;50061754312199
873;Móveis Raiz;Travessa Valentim Morais, 66, 5710-165 Sintra; Azeite;18972 g;63302;China;NUUR71WADC0F;30/12/2025;70120304053620
874;Empresa Alfa;Praça Carlota Assunção, S/N, 4259-106 Elvas;Vinho;10610 mL;25293;China;L9T3T286T80S;03/09/2029;88141210341585
875;Empresa do José;R. de Esteves, 899, 4474-464 Ribeira Grande;Cadeira;309 un;81073;Itália;X1QWJK4ARYPR;12/05/2028;88235949519900
876;Padaria Central;Av de Araújo, 3, 6908-025 Agualva-Cacém;Camisola;263.41 kg;17500;Espanha;P9U3XX84F4KN;01/07/2033;92584235892766
877;Empresa do José;Av Cruz, 33, 1499-227 Valbom;Impressora;498 un;29864;Itália;C2DNHXBJ14HS;16/06/2030;28023095261680
878;Empresa do João;Rua Margarida Rocha, 80, 4507-019 Abrantes;Cadeira;66.41 kg;16264;Alemanha;4BWY1K794O04;01/05/2033;24924037676178
